,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
289,,"Delta cycle threshold for Cytochrome P450, family 1, subfamily A, polypeptide 1 (cyp1a1). Cycle threshold is the PCR cycle number at which the fluorescent signal of the gene being amplified crosses the set threshold. Delta cycle threshold for cyp1a1 is the difference between the cycle threshold (Ct) of cyp1a1 gene expression and the cycle threshold (Ct) for the gene expression of the reference gene (e.g., beta-actin).","Cytochrome P450, family 1, subfamily A, polypeptide 1, delta cycle threshold",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cytochromeP450Family1SubfamilyAPolypeptide1DeltaCycleThreshold/,cytochromeP450Family1SubfamilyAPolypeptide1DeltaCycleThreshold,589,Current
290,,The total protein concentration within the cytosolic fraction of cells. The cytosol refers to the intracellular fluid or cytoplasmic matrix of a eukaryotic cell.,Cytosolic protein,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cytosolicProtein/,cytosolicProtein,590,Current
291,,d-Limonene (C10H16),d-Limonene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/d_Limonene/,d_Limonene,628,Current
292,,A categorical variable marking the attachment of a coupler or data shuttle to a logger. This is used for quality control.,Data shuttle attached,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dataShuttleAttached/,dataShuttleAttached,591,Current
293,,A categorical variable marking the detatchment of a coupler or data shuttle to a logger. This is used for quality control.,Data shuttle detached,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dataShuttleDetached/,dataShuttleDetached,592,Current
294,,Isotope 13C of ethane,delta-13C of C2H6,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_13COfC2H6/,delta_13COfC2H6,593,Current
295,,Isotope 13C of propane,delta-13C of C3H8,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_13COfC3H8/,delta_13COfC3H8,594,Current
296,,Isotope 13C of butane,delta-13C of C4H10,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_13COfC4H10/,delta_13COfC4H10,595,Current
297,,Isotope 13C of methane,delta-13C of CH4,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_13COfCH4/,delta_13COfCH4,596,Current
298,,Isotope 13C of carbon dioxide,delta-13C of CO2,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_13COfCO2/,delta_13COfCO2,597,Current
299,,Isotope 13C of dissolved inorganic carbon (DIC),delta-13C of DIC,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_13COfDIC/,delta_13COfDIC,598,Current
300,,Isotope 18O of water,delta-18O of H2O,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_18OOfH2O/,delta_18OOfH2O,599,Current
301,,hydrogen isotopes of methane,delta-D of CH4,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_DOfCH4/,delta_DOfCH4,600,Current
302,,hydrogen isotopes of water,delta-D of H2O,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/delta_DOfH2O/,delta_DOfH2O,601,Current
303,,Density,Density,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/density/,density,602,Current
304,,"Deuterium (2H), Delta D",Deuterium,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/deuterium/,deuterium,603,Current
305,,Di-n-butylphthalate (C16H22O4),Di-n-butylphthalate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/di_n_Butylphthalate/,di_n_Butylphthalate,623,Current
306,,Di-n-octyl phthalate (C24H38O4),Di-n-octyl phthalate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/di_n_OctylPhthalate/,di_n_OctylPhthalate,624,Current
307,,The phytoplankton pigment Diadinoxanthin,Diadinoxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/diadinoxanthin/,diadinoxanthin,604,Current
308,,Diallate (cis or trans) (C10H17Cl2NOS),Diallate (cis or trans),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/diallate_CisOrTrans/,diallate_CisOrTrans,605,Current
309,,The phytoplankton pigment Diatoxanthin,Diatoxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/diatoxanthin/,diatoxanthin,606,Current
310,,"Dibenz(a,h)anthracene (C22H14), a polycyclic aromatic hydrocarbon (PAH)","Dibenz(a,h)anthracene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dibenz_a_h_anthracene/,dibenz_a_h_anthracene,609,Current
311,,Dibenzofuran (C12H8O),Dibenzofuran,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dibenzofuran/,dibenzofuran,607,Current
312,,"Dibenzothiophene (C12H8S), a polycyclic aromatic hydrocarbon (PAH)",Dibenzothiophene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dibenzothiophene/,dibenzothiophene,608,Current
313,,Dibromochloromethane (CHBr2Cl),Dibromochloromethane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dibromochloromethane/,dibromochloromethane,610,Current
314,,Dieldrin (C12H8Cl6O),Dieldrin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dieldrin/,dieldrin,611,Current
315,,Diethyl phthalate (C12H14O4),Diethyl phthalate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/diethylPhthalate/,diethylPhthalate,613,Current
316,,Diethylene glycol (C4H10O3),Diethylene glycol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/diethyleneGlycol/,diethyleneGlycol,612,Current
317,,Diisopropyl Ether (C6H14O),Diisopropyl Ether,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/diisopropylEther/,diisopropylEther,614,Current
318,,Dimethyl Phthalate (C10H10O4),Dimethyl Phthalate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dimethylPhthalate/,dimethylPhthalate,616,Current
319,,Dimethylphenanthrene (C16H14),Dimethylphenanthrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dimethylphenanthrene/,dimethylphenanthrene,615,Current
320,,The chlorophyll a concentration contributed by Dinoflagellates,Dinoflagellates,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dinoflagellates/,dinoflagellates,617,Current
321,,Dinoseb (C10H12N2O5),Dinoseb,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/dinoseb/,dinoseb,618,Current
322,,Discharge,Discharge,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/discharge/,discharge,619,Current
323,,Distance measured from a sensor to a target object such as the surface of a water body or snow surface.,Distance,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/distance/,distance,620,Current
324,,Areal coverage of the plant Distichlis spicata,Distichlis spicata Coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/distichlisSpicataCoverage/,distichlisSpicataCoverage,621,Current
325,,Disulfoton (C8H19O2PS3),Disulfoton,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/disulfoton/,disulfoton,622,Current
326,,"In a single cell gel electrophoresis assay (comet assay), olive tail moment is the product of the percentage of DNA in the tail and the distance between the intesity centroids of the head and tail along the x-axis (Olive, et al., 1990)","DNA damage, olive tail moment",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/DNADamageOliveDailMoment/,DNADamageOliveDailMoment,625,Current
327,,"In a single cell gel electrophoresis assay (comet assay), percent tail DNA is the ratio of fluorescent intensity of the tail over the total fluorescent intensity of the head (nuclear core) and tail multiplied by 100.","DNA damage, percent tail DNA",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/DNADamagePercentTailDNA/,DNADamagePercentTailDNA,626,Current
328,,"In a single cell gel electrophoresis assay (comet assay), tail length is the distance of DNA migration from the body of the nuclear core","DNA damage, tail length",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/DNADamageTailLength/,DNADamageTailLength,627,Current
329,,Escherichia coli,E-coli,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/e_coli/,e_coli,654,Current
330,,A flow of electric charge,Electric Current,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/electricCurrent/,electricCurrent,630,Current
331,,Electric Energy,Electric Energy,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/electricEnergy/,electricEnergy,631,Current
332,,Electric Power,Electric Power,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/electricPower/,electricPower,632,Current
333,,Electrical conductivity,Electrical conductivity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/electricalConductivity/,electricalConductivity,629,Current
334,,A categorical variable marking the end of a data file. This is used for quality control.,End of file,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endOfFile/,endOfFile,633,Current
335,,Endosulfan I (alpha) (C9H6Cl6O3S),Endosulfan I (alpha),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endosulfan_I_Alpha/,endosulfan_I_Alpha,636,Current
336,,Endosulfan II (beta) (C9H6Cl6O3S),Endosulfan II (beta),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endosulfan_II_Beta/,endosulfan_II_Beta,635,Current
337,,Endosulfan Sulfate (C9H6Cl6O4S),Endosulfan Sulfate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endosulfanSulfate/,endosulfanSulfate,634,Current
338,,Endrin (C12H8Cl6O),Endrin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endrin/,endrin,637,Current
339,,Endrin aldehyde (C12H8Cl6O),Endrin aldehyde,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endrinAldehyde/,endrinAldehyde,638,Current
340,,Endrin Ketone (C12H9Cl5O),Endrin Ketone,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/endrinKetone/,endrinKetone,639,Current
341,,Enterococcal bacteria,Enterococci,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/enterococci/,enterococci,640,Current
342,,Ethane,Ethane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethane/,ethane,641,Current
343,,Dissolved Ethane (C2H6),"Ethane, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethaneDissolved/,ethaneDissolved,642,Current
344,,Ethanol (C2H6O),Ethanol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethanol/,ethanol,643,Current
345,,Ethoxyresorufin O-deethylase (EROD) activity,"Ethoxyresorufin O-deethylase, activity",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethoxyresorufin_O_DeethylaseActivity/,ethoxyresorufin_O_DeethylaseActivity,644,Current
346,,Ethyl tert-Butyl Ether (C6H14O),Ethyl tert-Butyl Ether,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethylTert_ButylEther/,ethylTert_ButylEther,649,Current
347,,Ethylbenzene (C8H10),Ethylbenzene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethylbenzene/,ethylbenzene,645,Current
348,,Ethylene (C2H4),Ethylene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethylene/,ethylene,646,Current
349,,Ethlene Glycol (C2H4(OH)2),Ethylene glycol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethyleneGlycol/,ethyleneGlycol,648,Current
350,,Dissolved ethylene,"Ethylene, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethyleneDissolved/,ethyleneDissolved,647,Current
351,,Ethyne (C2H2),Ethyne,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ethyne/,ethyne,650,Current
352,,Evaporation,Evaporation,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/evaporation/,evaporation,651,Current
353,,Evapotranspiration,Evapotranspiration,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/evapotranspiration/,evapotranspiration,652,Current
354,,The amount of water that could be evaporated and transpired if there was sufficient water available.,"Evapotranspiration, potential",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/evapotranspirationPotential/,evapotranspirationPotential,653,Current
355,,The number of fish identified by the detection equipment,Fish detections,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/fishDetections/,fishDetections,655,Current
356,,A counter which counts the number of  datalogger flash memory errors,Flash memory error count,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/flashMemoryErrorCount/,flashMemoryErrorCount,656,Current
357,,"Fluoranthene (C16H10), a polycyclic aromatic hydrocarbon (PAH)",Fluoranthene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/fluoranthene/,fluoranthene,657,Current
358,,"Fluorene (C13H10), a polycyclic aromatic hydrocarbon (PAH)",Fluorene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/fluorene/,fluorene,658,Current
359,,Fluoride (F-),Fluoride,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/fluoride/,fluoride,659,Current
